TitleNumber,Title,WtrPubIndicator,PubType,Participant,Share,IPNameNumber,CurrentAffliation,RegistrationDate,RegistrationOrigin,ISWCNumber,SongviewStatus
27287450,MALENO HAROS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244382352,Reconciled
27287450,MALENO HAROS,W," ",KANALES,100.00,00770930824,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244382352,Reconciled
27287504,CUATRO COPAS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244383355,Reconciled
27287504,CUATRO COPAS,W," ",KANALES,100.00,00770930824,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244383355,Reconciled
27287529,EL COCHINIADO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244383719,Reconciled
27287529,EL COCHINIADO,W," ",KANALES,100.00,00770930824,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244383719,Reconciled
27287546,TROMPEZON DE UN SAPO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384007,Reconciled
27287546,TROMPEZON DE UN SAPO,W," ",KANALES,100.00,00770930824,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384007,Reconciled
27287552,LA MACA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384201,Reconciled
27287552,LA MACA,W," ",KANALES,100.00,00770930824,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384201,Reconciled
27287565,LA ULTIMA BATALLA DEL M1,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384518,Reconciled
27287565,LA ULTIMA BATALLA DEL M1,W," ",KANALES,100.00,00770930824,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384518,Reconciled
27287573,EL GERA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384643,Reconciled
27287573,EL GERA,W," ",KANALES,100.00,00770930824,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384643,Reconciled
27287580,CUERNO PLATEADO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384778,Reconciled
27287580,CUERNO PLATEADO,W," ",KANALES,100.00,00770930824,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384778,Reconciled
27287583,NACHO FLECHAS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384814,Reconciled
27287583,NACHO FLECHAS,W," ",KANALES,100.00,00770930824,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244384814,Reconciled
27287597,EDUARDO BACERRA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244385293,Reconciled
27287597,EDUARDO BACERRA,W," ",KANALES,100.00,00770930824,"BMI     ",05/25/2018,WORKS REGISTRATION,T9244385293,Reconciled
27566581,HARINA Y COCAINA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/19/2018,WORKS REGISTRATION,T9252554544,Reconciled
27566581,HARINA Y COCAINA,W," ",KANALES,100.00,00770930824,"BMI     ",06/19/2018,WORKS REGISTRATION,T9252554544,Reconciled
28177747,LA PUA DE LOS ALAMBRES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/14/2018,WORKS REGISTRATION,T9258981816,Reconciled
28177747,LA PUA DE LOS ALAMBRES,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",09/14/2018,WORKS REGISTRATION,T9258981816,Reconciled
28399932,UNA VIDA CORTA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/18/2018,WORKS REGISTRATION,T9264592565,Reconciled
28399932,UNA VIDA CORTA,W," ",RUELAS FRANCISCO JAVIER,100.00,01284384332,"BMI     ",10/18/2018,WORKS REGISTRATION,T9264592565,Reconciled
28399933,SOMBRERO LADEADO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/18/2018,WORKS REGISTRATION,T9264592576,Reconciled
28399933,SOMBRERO LADEADO,W," ",RUELAS FRANCISCO JAVIER,100.00,01284384332,"BMI     ",10/18/2018,WORKS REGISTRATION,T9264592576,Reconciled
28405969,CALDERON ES APODADO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/05/2018,WORKS REGISTRATION,T9262496208,Reconciled
28405969,CALDERON ES APODADO,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",10/05/2018,WORKS REGISTRATION,T9262496208,Reconciled
28407170,EL TERCERO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/05/2018,WORKS REGISTRATION,T9262500878,Reconciled
28407170,EL TERCERO,W," ",KANALES,100.00,00770930824,"BMI     ",10/05/2018,WORKS REGISTRATION,T9262500878,Reconciled
28407172,VICTOR CASTANO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/05/2018,WORKS REGISTRATION,T9262500903,Reconciled
28407172,VICTOR CASTANO,W," ",KANALES,100.00,00770930824,"BMI     ",10/05/2018,WORKS REGISTRATION,T9262500903,Reconciled
28948887,HISTORIA DE UN AMOR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/12/2018,WORKS REGISTRATION,T9300331300,Reconciled
28948887,HISTORIA DE UN AMOR,W," ",GARCIA RODOLFO,100.00,00762696008,"BMI     ",12/12/2018,WORKS REGISTRATION,T9300331300,Reconciled
29324059,LAS TEMPESTADES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273889342,Reconciled
29324059,LAS TEMPESTADES,W," ",KANALES,100.00,00770930824,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273889342,Reconciled
29324065,CAUSA Y EFECTO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273889433,Reconciled
29324065,CAUSA Y EFECTO,W," ",KANALES,100.00,00770930824,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273889433,Reconciled
29324073,GUITARRITA COMPANERA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273889579,Reconciled
29324073,GUITARRITA COMPANERA,W," ",KANALES,100.00,00770930824,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273889579,Reconciled
29324080,HOMBRE DE 14 ANOS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273889693,Reconciled
29324080,HOMBRE DE 14 ANOS,W," ",KANALES,100.00,00770930824,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273889693,Reconciled
29324135,QUE ME TENGAN ENVIDIA LOS TONTOS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273890258,Reconciled
29324135,QUE ME TENGAN ENVIDIA LOS TONTOS,W," ",KANALES,100.00,00770930824,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273890258,Reconciled
29324142,MI VIEJO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273890349,Reconciled
29324142,MI VIEJO,W," ",KANALES,100.00,00770930824,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273890349,Reconciled
29324143,EL R DE LA PERLA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273890361,Reconciled
29324143,EL R DE LA PERLA,W," ",KANALES,100.00,00770930824,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273890361,Reconciled
29324152,LOS CHINOS DE MI SUPER,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273886898,Reconciled
29324152,LOS CHINOS DE MI SUPER,W," ",KANALES,100.00,00770930824,"BMI     ",01/25/2019,WORKS REGISTRATION,T9273886898,Reconciled
29531481,CORRIDO DE BENITO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/20/2019,WORKS REGISTRATION,T9276315969,Reconciled
29531481,CORRIDO DE BENITO,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",02/20/2019,WORKS REGISTRATION,T9276315969,Reconciled
30637352,MACHETE TERCIADO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/07/2019,WORKS REGISTRATION,T9286480873,Reconciled
30637352,MACHETE TERCIADO,W," ",RUELAS FRANCISCO JAVIER,100.00,01284384332,"BMI     ",06/07/2019,WORKS REGISTRATION,T9286480873,Reconciled
30637355,CON INTERESES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/07/2019,WORKS REGISTRATION,T9286480884,Reconciled
30637355,CON INTERESES,W," ",RUELAS FRANCISCO JAVIER,100.00,01284384332,"BMI     ",06/07/2019,WORKS REGISTRATION,T9286480884,Reconciled
30827309,ESCAPULARIO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/27/2019,WORKS REGISTRATION,T9288530165,Reconciled
30827309,ESCAPULARIO,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",06/27/2019,WORKS REGISTRATION,T9288530165,Reconciled
31346588,EL PECHUGO,W," ",MENDIVIL SANABIA WILFRIDO,100.00,00358000879,"BMI     ",08/13/2019,WORKS REGISTRATION,T9295334837,Reconciled
31346588,EL PECHUGO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/13/2019,WORKS REGISTRATION,T9295334837,Reconciled
31346593,JUEGO DE PODERES,W," ",MENDIVIL SANABIA WILFRIDO,100.00,00358000879,"BMI     ",08/09/2019,WORKS REGISTRATION,T9294905729,Reconciled
31346593,JUEGO DE PODERES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/09/2019,WORKS REGISTRATION,T9294905729,Reconciled
31361529,RULETEANDO EL MEZCAL,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/11/2019,WORKS REGISTRATION,T9295363881,Reconciled
31361529,RULETEANDO EL MEZCAL,W," ",KANALES,100.00,00770930824,"BMI     ",08/11/2019,WORKS REGISTRATION,T9295363881,Reconciled
31361598,EN UNA RAMADA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/11/2019,WORKS REGISTRATION,T9295365401,Reconciled
31361598,EN UNA RAMADA,W," ",KANALES,100.00,00770930824,"BMI     ",08/11/2019,WORKS REGISTRATION,T9295365401,Reconciled
40525659,VALOR Y SOSTENGO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/20/2019,WORKS REGISTRATION,T9301933460,Reconciled
40525659,VALOR Y SOSTENGO,W," ",RUELAS FRANCISCO JAVIER,100.00,01284384332,"BMI     ",10/20/2019,WORKS REGISTRATION,T9301933460,Reconciled
40658229,EL IMPOSTOR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/05/2019,WORKS REGISTRATION,T9304942470,Reconciled
40658229,EL IMPOSTOR,W," ",DAVILA ISIDRO,100.00,00376575319,"BMI     ",11/05/2019,WORKS REGISTRATION,T9304942470,Reconciled
40903478,SI APUESTAS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/20/2019,WORKS REGISTRATION,T9306397126,Reconciled
40903478,SI APUESTAS,W," ",RUELAS FRANCISCO JAVIER,100.00,01284384332,"BMI     ",11/20/2019,WORKS REGISTRATION,T9306397126,Reconciled
41149145,MANANA SIN SOL,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/18/2019,WORKS REGISTRATION,T9309813169,Reconciled
41149145,MANANA SIN SOL,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",12/18/2019,WORKS REGISTRATION,T9309813169,Reconciled
41361319,OAK TREE SPECIAL,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/17/2020,WORKS REGISTRATION,T9311870061,Reconciled
41361319,OAK TREE SPECIAL,W," ",DAVILA ISIDRO,100.00,00376575319,"BMI     ",01/17/2020,WORKS REGISTRATION,T9311870061,Reconciled
41361397,EL 2 ESTADOS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/17/2020,WORKS REGISTRATION,T9311872078,Reconciled
41361397,EL 2 ESTADOS,W," ",DAVILA ISIDRO,100.00,00376575319,"BMI     ",01/17/2020,WORKS REGISTRATION,T9311872078,Reconciled
41824320,PA QUE EMPIECEN A TOCAR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/07/2020,WORKS REGISTRATION,T9315839077,Reconciled
41824320,PA QUE EMPIECEN A TOCAR,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",02/07/2020,WORKS REGISTRATION,T9315839077,Reconciled
41824324,LA BARDA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/07/2020,WORKS REGISTRATION,T9315839157,Reconciled
41824324,LA BARDA,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",02/07/2020,WORKS REGISTRATION,T9315839157,Reconciled
41996101,VIDA VENTAJOSA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/21/2020,WORKS REGISTRATION,T9317714515,Reconciled
41996101,VIDA VENTAJOSA,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",02/21/2020,WORKS REGISTRATION,T9317714515,Reconciled
42063518,PALABRA DE HOMBRE,W," ",HURTADO SALVADOR,100.00,00645353542,"BMI     ",03/06/2020,WORKS REGISTRATION,T9318520580,Reconciled
42063518,PALABRA DE HOMBRE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/06/2020,WORKS REGISTRATION,T9318520580,Reconciled
42490681,EL CORRIDO DE PANCHITO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319797132,Reconciled
42490681,EL CORRIDO DE PANCHITO,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319797132,Reconciled
42490721,30 DE ENERO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319790675,Reconciled
42490721,30 DE ENERO,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319790675,Reconciled
42490772,AL ESTILO RANCHERON,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319792137,Reconciled
42490772,AL ESTILO RANCHERON,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319792137,Reconciled
42490778,EL DOCTOR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319792295,Reconciled
42490778,EL DOCTOR,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319792295,Reconciled
42490793,FRANCISCO CORTEZ,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319792637,Reconciled
42490793,FRANCISCO CORTEZ,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319792637,Reconciled
42490806,CUADRA LOS PARIENTES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319792988,Reconciled
42490806,CUADRA LOS PARIENTES,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319792988,Reconciled
42490810,SOMOS ARRIEROS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319793107,Reconciled
42490810,SOMOS ARRIEROS,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319793107,Reconciled
42490831,TRISTES NAVIDADES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/16/2020,WORKS REGISTRATION,T3004700527,Pending Society Review
42490831,TRISTES NAVIDADES,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",03/16/2020,WORKS REGISTRATION,T3004700527,Pending Society Review
42490831,TRISTES NAVIDADES,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",03/16/2020,WORKS REGISTRATION,T3004700527,Pending Society Review
42490840,MI PROFESION,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/31/2020,WORKS REGISTRATION,T3004701417,Reconciled
42490840,MI PROFESION,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",03/31/2020,WORKS REGISTRATION,T3004701417,Reconciled
42490840,MI PROFESION,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",03/31/2020,WORKS REGISTRATION,T3004701417,Reconciled
42490860,LA SUERTE DEL SR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/17/2020,WORKS REGISTRATION,T9324914990,Reconciled
42490860,LA SUERTE DEL SR,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",03/17/2020,WORKS REGISTRATION,T9324914990,Reconciled
42490860,LA SUERTE DEL SR,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",03/17/2020,WORKS REGISTRATION,T9324914990,Reconciled
42490875,EL MASHIN,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/31/2020,WORKS REGISTRATION,T3004701257,Pending Society Review
42490875,EL MASHIN,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",03/31/2020,WORKS REGISTRATION,T3004701257,Pending Society Review
42490875,EL MASHIN,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",03/31/2020,WORKS REGISTRATION,T3004701257,Pending Society Review
42490902,NECESITO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319795625,Reconciled
42490902,NECESITO,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",03/15/2020,WORKS REGISTRATION,T9319795625,Reconciled
42780072,LA CULPABLE,W," ",OCHOA VICTOR,100.00,00456731245,"BMI     ",04/07/2020,WORKS REGISTRATION,T9321748065,Reconciled
42780072,LA CULPABLE,P,O,SONGTRUST BLVD,100.00,00615755145,"BMI     ",04/07/2020,WORKS REGISTRATION,T9321748065,Reconciled
42780072,LA CULPABLE,P,O,SONGS OF AFINARTE,0.00,00817874992,"BMI     ",04/07/2020,WORKS REGISTRATION,T9321748065,Reconciled
44075123,EL JAMAICO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/14/2020,WORKS REGISTRATION,T9324893187,Pending Society Review
44075123,EL JAMAICO,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/14/2020,WORKS REGISTRATION,T9324893187,Pending Society Review
44075128,EL MISMO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/17/2020,WORKS REGISTRATION,T9324893198,Reconciled
44075128,EL MISMO,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/17/2020,WORKS REGISTRATION,T9324893198,Reconciled
44075134,EL MAYOR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/13/2020,WORKS REGISTRATION,T9324893201,Reconciled
44075134,EL MAYOR,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/13/2020,WORKS REGISTRATION,T9324893201,Reconciled
44088777,EL ENVIDIOSO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/19/2020,WORKS REGISTRATION,T9324893212,Reconciled
44088777,EL ENVIDIOSO,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/19/2020,WORKS REGISTRATION,T9324893212,Reconciled
44727271,EL SR TESORO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/11/2020,WORKS REGISTRATION,T3000163128,Pending Society Review
44727271,EL SR TESORO,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/11/2020,WORKS REGISTRATION,T3000163128,Pending Society Review
44727276,SANGRE DE DURANGO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/11/2020,WORKS REGISTRATION,T3000190154,Reconciled
44727276,SANGRE DE DURANGO,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/11/2020,WORKS REGISTRATION,T3000190154,Reconciled
44732892,LA CORONA DEL RANCHERO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/26/2020,WORKS REGISTRATION,T3000188369,Reconciled
44732892,LA CORONA DEL RANCHERO,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/26/2020,WORKS REGISTRATION,T3000188369,Reconciled
44733014,EL GALLO POBRE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/26/2020,WORKS REGISTRATION,T3000157455,Reconciled
44733014,EL GALLO POBRE,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/26/2020,WORKS REGISTRATION,T3000157455,Reconciled
44733021,EL CORRIDO DEL CHOLO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/26/2020,WORKS REGISTRATION,T3000187844,Reconciled
44733021,EL CORRIDO DEL CHOLO,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/26/2020,WORKS REGISTRATION,T3000187844,Reconciled
44733077,HERIBERTO HERNANDEZ,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/26/2020,WORKS REGISTRATION,T3000157717,Reconciled
44733077,HERIBERTO HERNANDEZ,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/26/2020,WORKS REGISTRATION,T3000157717,Reconciled
44765292,EL INMIGRANTE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/10/2020,WORKS REGISTRATION,T3004977719,Reconciled
44765292,EL INMIGRANTE,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/10/2020,WORKS REGISTRATION,T3004977719,Reconciled
44765298,LA MORA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003259205,Reconciled
44765298,LA MORA,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003259205,Reconciled
44765339,AY NOMAS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003176732,Reconciled
44765339,AY NOMAS,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003176732,Reconciled
44765787,EL RANCHERO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003257914,Pending Society Review
44765787,EL RANCHERO,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003257914,Pending Society Review
44765875,EL CORRIDO DE EL FANTASMA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003256819,Reconciled
44765875,EL CORRIDO DE EL FANTASMA,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003256819,Reconciled
44765919,PALMA Y SAN FELIPE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174703,Reconciled
44765919,PALMA Y SAN FELIPE,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174703,Reconciled
44765943,EL SONRIENTE DE DURANGO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003175331,Reconciled
44765943,EL SONRIENTE DE DURANGO,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003175331,Reconciled
44766077,EL DE LA TEXANA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174145,Reconciled
44766077,EL DE LA TEXANA,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174145,Reconciled
44766096,LA CULPA ES MIA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003257118,Reconciled
44766096,LA CULPA ES MIA,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003257118,Reconciled
44766114,PERFECTA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003173948,Reconciled
44766114,PERFECTA,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003173948,Reconciled
44766149,LOS ALTOS DE LA SIERRA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/13/2020,WORKS REGISTRATION,T9323764745,Reconciled
44766149,LOS ALTOS DE LA SIERRA,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",08/13/2020,WORKS REGISTRATION,T9323764745,Reconciled
44766149,LOS ALTOS DE LA SIERRA,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",08/13/2020,WORKS REGISTRATION,T9323764745,Reconciled
44767281,ATENTAMENTE ZAMBADA,P,O,SONGS OF AFINARTE,50.00,00817874992,"BMI     ",08/13/2020,WORKS REGISTRATION,T3002745060,Reconciled
44767281,ATENTAMENTE ZAMBADA,W," ",GARCIA ALEXANDER,50.00,00782546705,"ASCAP   ",08/13/2020,WORKS REGISTRATION,T3002745060,Reconciled
44767281,ATENTAMENTE ZAMBADA,P,O,MELODIES OF AFINARTE,0.00,00807953316,"ASCAP   ",08/13/2020,WORKS REGISTRATION,T3002745060,Reconciled
44767281,ATENTAMENTE ZAMBADA,P,O,MELODIES OF RIGOLETTO MUSIC PUBLISHING,50.00,01036461187,"ASCAP   ",08/13/2020,WORKS REGISTRATION,T3002745060,Reconciled
